date,demand,sales,transactions,year,month,quarter,day_of_week,day,week_of_year,is_weekend,lag_1,lag_7,lag_14,lag_30,rolling_7,rolling_14,rolling_30
2022-02-19,9924,6140233.45,2782,2022,2,1,5,19,7,1,10061.0,9974.0,10260.0,9621.0,10104.42857142857,9968.0,9878.133333333333
2022-02-20,9846,6287405.3,2731,2022,2,1,6,20,7,1,9924.0,10240.0,9805.0,9825.0,10097.285714285714,9944.0,9888.233333333334
2022-02-21,9930,6160042.27,2733,2022,2,1,0,21,8,0,9846.0,10016.0,9577.0,10153.0,10041.0,9946.92857142857,9888.933333333332
2022-02-22,9965,6116958.5,2785,2022,2,1,1,22,8,0,9930.0,9616.0,9922.0,9644.0,10028.714285714286,9972.142857142857,9881.5
2022-02-23,10009,6296108.29,2779,2022,2,1,2,23,8,0,9965.0,10373.0,10171.0,9597.0,10078.57142857143,9975.214285714286,9892.2
2022-02-24,9832,6133962.42,2702,2022,2,1,3,24,8,0,10009.0,10451.0,9448.0,9840.0,10026.57142857143,9963.642857142857,9905.933333333332
2022-02-25,10238,6445713.67,2796,2022,2,1,4,25,8,0,9832.0,10061.0,9638.0,9611.0,9938.142857142857,9991.07142857143,9905.666666666666
2022-02-26,9880,6216953.95,2700,2022,2,1,5,26,8,1,10238.0,9924.0,9974.0,9427.0,9963.42857142857,10033.92857142857,9926.566666666668
2022-02-27,9910,6180584.63,2685,2022,2,1,6,27,8,1,9880.0,9846.0,10240.0,9163.0,9957.142857142857,10027.214285714286,9941.666666666666
2022-02-28,9893,6153131.27,2814,2022,2,1,0,28,9,0,9910.0,9930.0,10016.0,9624.0,9966.285714285714,10003.642857142857,9966.566666666668
2022-03-01,10570,6549584.91,2992,2022,3,1,1,1,9,0,9893.0,9965.0,9616.0,9896.0,9961.0,9994.857142857143,9975.533333333333
2022-03-02,10400,6372958.99,2853,2022,3,1,2,2,9,0,10570.0,10009.0,10373.0,9661.0,10047.42857142857,10063.0,9998.0
2022-03-03,10717,6461227.27,2931,2022,3,1,3,3,9,0,10400.0,9832.0,10451.0,10078.0,10103.285714285714,10064.92857142857,10022.633333333333
2022-03-04,10849,6635690.67,3022,2022,3,1,4,4,9,0,10717.0,10238.0,10061.0,10319.0,10229.714285714286,10083.92857142857,10043.933333333332
2022-03-05,10711,6655916.29,2962,2022,3,1,5,5,9,1,10849.0,9880.0,9924.0,10211.0,10317.0,10140.214285714286,10061.6
2022-03-06,11029,6701119.22,3018,2022,3,1,6,6,9,1,10711.0,9910.0,9846.0,10122.0,10435.714285714286,10196.42857142857,10078.266666666666
2022-03-07,10657,6377874.03,2940,2022,3,1,0,7,10,0,11029.0,9893.0,9930.0,10260.0,10595.57142857143,10280.92857142857,10108.5
2022-03-08,10794,6729190.18,2972,2022,3,1,1,8,10,0,10657.0,10570.0,9965.0,9805.0,10704.714285714286,10332.857142857143,10121.733333333334
2022-03-09,10846,6430344.66,2966,2022,3,1,2,9,10,0,10794.0,10400.0,10009.0,9577.0,10736.714285714286,10392.07142857143,10154.7
2022-03-10,10763,6782109.52,2976,2022,3,1,3,10,10,0,10846.0,10717.0,9832.0,9922.0,10800.42857142857,10451.857142857143,10197.0
2022-03-11,10519,6365006.84,2918,2022,3,1,4,11,10,0,10763.0,10849.0,10238.0,10171.0,10807.0,10518.357142857143,10225.033333333333
2022-03-12,10904,6704636.93,3040,2022,3,1,5,12,10,1,10519.0,10711.0,9880.0,9448.0,10759.857142857143,10538.42857142857,10236.633333333333
2022-03-13,10117,6291328.82,2892,2022,3,1,6,13,10,1,10904.0,11029.0,9910.0,9638.0,10787.42857142857,10611.57142857143,10285.166666666666
2022-03-14,10755,6618235.48,2988,2022,3,1,0,14,11,0,10117.0,10657.0,9893.0,9974.0,10657.142857142857,10626.357142857143,10301.133333333333
2022-03-15,10771,6839970.38,3053,2022,3,1,1,15,11,0,10755.0,10794.0,10570.0,10240.0,10671.142857142857,10687.92857142857,10327.166666666666
2022-03-16,11019,6896860.35,3054,2022,3,1,2,16,11,0,10771.0,10846.0,10400.0,10016.0,10667.857142857143,10702.285714285714,10344.866666666667
2022-03-17,10902,6788753.91,2978,2022,3,1,3,17,11,0,11019.0,10763.0,10717.0,9616.0,10692.57142857143,10746.5,10378.3
2022-03-18,10911,6671605.73,3005,2022,3,1,4,18,11,0,10902.0,10519.0,10849.0,10373.0,10712.42857142857,10759.714285714286,10421.166666666666
2022-03-19,10182,6188930.82,2900,2022,3,1,5,19,11,1,10911.0,10904.0,10711.0,10451.0,10768.42857142857,10764.142857142857,10439.1
2022-03-20,10908,6551228.1,2996,2022,3,1,6,20,11,1,10182.0,10117.0,11029.0,10061.0,10665.285714285714,10726.357142857143,10430.133333333333
2022-03-21,10604,6629607.78,3010,2022,3,1,0,21,12,0,10908.0,10755.0,10657.0,9924.0,10778.285714285714,10717.714285714286,10458.366666666667
2022-03-22,11080,6584110.34,3060,2022,3,1,1,22,12,0,10604.0,10771.0,10794.0,9846.0,10756.714285714286,10713.92857142857,10481.033333333333
2022-03-23,10985,6625828.15,3013,2022,3,1,2,23,12,0,11080.0,11019.0,10846.0,9930.0,10800.857142857143,10734.357142857143,10522.166666666666
2022-03-24,10880,6659270.07,2998,2022,3,1,3,24,12,0,10985.0,10902.0,10763.0,9965.0,10796.0,10744.285714285714,10557.333333333334
2022-03-25,10680,6468493.06,2924,2022,3,1,4,25,12,0,10880.0,10911.0,10519.0,10009.0,10792.857142857143,10752.642857142857,10587.833333333334
2022-03-26,10353,6356951.29,2859,2022,3,1,5,26,12,1,10680.0,10182.0,10904.0,9832.0,10759.857142857143,10764.142857142857,10610.2
2022-03-27,10480,6371049.88,2856,2022,3,1,6,27,12,1,10353.0,10908.0,10117.0,10238.0,10784.285714285714,10724.785714285714,10627.566666666668
2022-03-28,10646,6583927.45,2977,2022,3,1,0,28,13,0,10480.0,10604.0,10755.0,9880.0,10723.142857142857,10750.714285714286,10635.633333333333
2022-03-29,10815,6932972.71,3043,2022,3,1,1,29,13,0,10646.0,11080.0,10771.0,9910.0,10729.142857142857,10742.92857142857,10661.166666666666
2022-03-30,10595,6605488.74,2928,2022,3,1,2,30,13,0,10815.0,10985.0,11019.0,9893.0,10691.285714285714,10746.07142857143,10691.333333333334
2022-03-31,10659,6564495.38,2972,2022,3,1,3,31,13,0,10595.0,10880.0,10902.0,10570.0,10635.57142857143,10715.785714285714,10714.733333333334
2022-04-01,11022,6847787.72,3003,2022,4,2,4,1,13,0,10659.0,10680.0,10911.0,10400.0,10604.0,10698.42857142857,10717.7
2022-04-02,11235,6945124.22,3113,2022,4,2,5,2,13,1,11022.0,10353.0,10182.0,10717.0,10652.857142857143,10706.357142857143,10738.433333333332
2022-04-03,10928,6840208.89,2993,2022,4,2,6,3,13,1,11235.0,10480.0,10908.0,10849.0,10778.857142857143,10781.57142857143,10755.7
2022-04-04,11217,6932242.01,3084,2022,4,2,0,4,14,0,10928.0,10646.0,10604.0,10711.0,10842.857142857143,10783.0,10758.333333333334
2022-04-05,11010,6932540.22,3107,2022,4,2,1,5,14,0,11217.0,10815.0,11080.0,11029.0,10924.42857142857,10826.785714285714,10775.2
2022-04-06,10971,6945564.63,3027,2022,4,2,2,6,14,0,11010.0,10595.0,10985.0,10657.0,10952.285714285714,10821.785714285714,10774.566666666668
2022-04-07,10627,6517537.9,3009,2022,4,2,3,7,14,0,10971.0,10659.0,10880.0,10794.0,11006.0,10820.785714285714,10785.033333333333
2022-04-08,11318,6857826.89,3094,2022,4,2,4,8,14,0,10627.0,11022.0,10680.0,10846.0,11001.42857142857,10802.714285714286,10779.466666666667
2022-04-09,11033,6937108.35,3048,2022,4,2,5,9,14,1,11318.0,11235.0,10353.0,10763.0,11043.714285714286,10848.285714285714,10795.2
2022-04-10,11127,7037603.28,3055,2022,4,2,6,10,14,1,11033.0,10928.0,10480.0,10519.0,11014.857142857143,10896.857142857143,10804.2
2022-04-11,10820,6857990.74,3017,2022,4,2,0,11,15,0,11127.0,11217.0,10646.0,10904.0,11043.285714285714,10943.07142857143,10824.466666666667
2022-04-12,11280,7067945.8,3151,2022,4,2,1,12,15,0,10820.0,11010.0,10815.0,10117.0,10986.57142857143,10955.5,10821.666666666666
2022-04-13,11321,7098280.51,3170,2022,4,2,2,13,15,0,11280.0,10971.0,10595.0,10755.0,11025.142857142857,10988.714285714286,10860.433333333332
2022-04-14,10903,6809906.59,2945,2022,4,2,3,14,15,0,11321.0,10627.0,10659.0,10771.0,11075.142857142857,11040.57142857143,10879.3
2022-04-15,11124,6653394.1,3014,2022,4,2,4,15,15,0,10903.0,11318.0,11022.0,11019.0,11114.57142857143,11058.0,10883.7
2022-04-16,11433,7318659.9799999995,3119,2022,4,2,5,16,15,1,11124.0,11033.0,11235.0,10902.0,11086.857142857143,11065.285714285714,10887.2
2022-04-17,11116,6776395.13,3040,2022,4,2,6,17,15,1,11433.0,11127.0,10928.0,10911.0,11144.0,11079.42857142857,10904.9
2022-04-18,11104,6691449.62,3063,2022,4,2,0,18,16,0,11116.0,10820.0,11217.0,10182.0,11142.42857142857,11092.857142857143,10911.733333333334
2022-04-19,11131,6804194.16,3062,2022,4,2,1,19,16,0,11104.0,11280.0,11010.0,10908.0,11183.0,11084.785714285714,10942.466666666667
2022-04-20,10892,6810793.05,2966,2022,4,2,2,20,16,0,11131.0,11321.0,10971.0,10604.0,11161.714285714286,11093.42857142857,10949.9
2022-04-21,10928,6693968.63,3004,2022,4,2,3,21,16,0,10892.0,10903.0,10627.0,11080.0,11100.42857142857,11087.785714285714,10959.5
2022-04-22,10724,6547429.6,3023,2022,4,2,4,22,16,0,10928.0,11124.0,11318.0,10985.0,11104.0,11109.285714285714,10954.433333333332
2022-04-23,10660,6631432.72,2966,2022,4,2,5,23,16,1,10724.0,11433.0,11033.0,10880.0,11046.857142857143,11066.857142857143,10945.733333333334
2022-04-24,11308,7142095.02,3136,2022,4,2,6,24,16,1,10660.0,11116.0,11127.0,10680.0,10936.42857142857,11040.214285714286,10938.4
2022-04-25,10370,6199699.67,2904,2022,4,2,0,25,17,0,11308.0,11104.0,10820.0,10353.0,10963.857142857143,11053.142857142857,10959.333333333334
2022-04-26,10856,6830664.41,3006,2022,4,2,1,26,17,0,10370.0,11131.0,11280.0,10480.0,10859.0,11021.0,10959.9
2022-04-27,11149,6829547.15,3052,2022,4,2,2,27,17,0,10856.0,10892.0,11321.0,10646.0,10819.714285714286,10990.714285714286,10972.433333333332
2022-04-28,10987,6614192.52,3000,2022,4,2,3,28,17,0,11149.0,10928.0,10903.0,10815.0,10856.42857142857,10978.42857142857,10989.2
2022-04-29,10882,6768158.01,2995,2022,4,2,4,29,17,0,10987.0,10724.0,11124.0,10595.0,10864.857142857143,10984.42857142857,10994.933333333332
2022-04-30,10781,6805130.62,3009,2022,4,2,5,30,17,1,10882.0,10660.0,11433.0,10659.0,10887.42857142857,10967.142857142857,11004.5
2022-05-01,11625,7263151.76,3177,2022,5,2,6,1,17,1,10781.0,11308.0,11116.0,11022.0,10904.714285714286,10920.57142857143,11008.566666666668
2022-05-02,11187,6848888.95,3093,2022,5,2,0,2,18,0,11625.0,10370.0,11104.0,11235.0,10950.0,10956.92857142857,11028.666666666666
2022-05-03,11646,7403951.84,3173,2022,5,2,1,3,18,0,11187.0,10856.0,11131.0,10928.0,11066.714285714286,10962.857142857143,11027.066666666668
2022-05-04,11340,7007193.42,3156,2022,5,2,2,4,18,0,11646.0,11149.0,10892.0,11217.0,11179.57142857143,10999.642857142857,11051.0
2022-05-05,10982,6782928.66,3121,2022,5,2,3,5,18,0,11340.0,10987.0,10928.0,11010.0,11206.857142857143,11031.642857142857,11055.1
2022-05-06,11097,6945281.54,3086,2022,5,2,4,6,18,0,10982.0,10882.0,10724.0,10971.0,11206.142857142857,11035.5,11054.166666666666
2022-05-07,11370,7082436.1,3143,2022,5,2,5,7,18,1,11097.0,10781.0,10660.0,10627.0,11236.857142857143,11062.142857142857,11058.366666666667
2022-05-08,11444,6989737.3,3154,2022,5,2,6,8,18,1,11370.0,11625.0,11308.0,11318.0,11321.0,11112.857142857143,11083.133333333333
2022-05-09,11377,7111023.94,3026,2022,5,2,0,9,19,0,11444.0,11187.0,10370.0,11033.0,11295.142857142857,11122.57142857143,11087.333333333334
2022-05-10,11324,6969688.35,3163,2022,5,2,1,10,19,0,11377.0,11646.0,10856.0,11127.0,11322.285714285714,11194.5,11098.8
2022-05-11,11147,6839561.89,3110,2022,5,2,2,11,19,0,11324.0,11340.0,11149.0,10820.0,11276.285714285714,11227.92857142857,11105.366666666667
2022-05-12,11325,7027753.1,3068,2022,5,2,3,12,19,0,11147.0,10982.0,10987.0,11280.0,11248.714285714286,11227.785714285714,11116.266666666666
2022-05-13,11570,7217814.91,3184,2022,5,2,4,13,19,0,11325.0,11097.0,10882.0,11321.0,11297.714285714286,11251.92857142857,11117.766666666666
2022-05-14,11123,6742744.85,3084,2022,5,2,5,14,19,1,11570.0,11370.0,10781.0,10903.0,11365.285714285714,11301.07142857143,11126.066666666668
2022-05-15,10851,6700204.06,3030,2022,5,2,6,15,19,1,11123.0,11444.0,11625.0,11124.0,11330.0,11325.5,11133.4
2022-05-16,11737,7345255.92,3212,2022,5,2,0,16,20,0,10851.0,11377.0,11187.0,11433.0,11245.285714285714,11270.214285714286,11124.3
2022-05-17,11549,7127651.23,3160,2022,5,2,1,17,20,0,11737.0,11324.0,11646.0,11116.0,11296.714285714286,11309.5,11134.433333333332
2022-05-18,11040,6706526.02,3042,2022,5,2,2,18,20,0,11549.0,11147.0,11340.0,11104.0,11328.857142857143,11302.57142857143,11148.866666666667
2022-05-19,11396,6884518.39,3109,2022,5,2,3,19,20,0,11040.0,11325.0,10982.0,11131.0,11313.57142857143,11281.142857142857,11146.733333333334
2022-05-20,11367,7100459.57,3075,2022,5,2,4,20,20,0,11396.0,11570.0,11097.0,10892.0,11323.714285714286,11310.714285714286,11155.566666666668
2022-05-21,11374,7224553.18,3114,2022,5,2,5,21,20,1,11367.0,11123.0,11370.0,10928.0,11294.714285714286,11330.0,11171.4
2022-05-22,11197,6990645.73,3122,2022,5,2,6,22,20,1,11374.0,10851.0,11444.0,10724.0,11330.57142857143,11330.285714285714,11186.266666666666
2022-05-23,11575,7438677.59,3201,2022,5,2,0,23,21,0,11197.0,11737.0,11377.0,10660.0,11380.0,11312.642857142857,11202.033333333333
2022-05-24,11345,7068772.57,3147,2022,5,2,1,24,21,0,11575.0,11549.0,11324.0,11308.0,11356.857142857143,11326.785714285714,11232.533333333333
2022-05-25,11647,7214651.17,3115,2022,5,2,2,25,21,0,11345.0,11040.0,11147.0,10370.0,11327.714285714286,11328.285714285714,11233.766666666666
2022-05-26,11337,6983681.62,3091,2022,5,2,3,26,21,0,11647.0,11396.0,11325.0,10856.0,11414.42857142857,11364.0,11276.333333333334
2022-05-27,11259,7156483.88,3099,2022,5,2,4,27,21,0,11337.0,11367.0,11570.0,11149.0,11406.0,11364.857142857143,11292.366666666667
2022-05-28,11152,3903383.57,3132,2022,5,2,5,28,21,1,11259.0,11374.0,11123.0,10987.0,11390.57142857143,11342.642857142857,11296.033333333333
2022-05-29,11446,4053240.35,3141,2022,5,2,6,29,21,1,11152.0,11197.0,10851.0,10882.0,11358.857142857143,11344.714285714286,11301.533333333333
2022-05-30,11143,4008766.32,3026,2022,5,2,0,30,22,0,11446.0,11575.0,11737.0,10781.0,11394.42857142857,11387.214285714286,11320.333333333334
2022-05-31,11154,3911350.81,3070,2022,5,2,1,31,22,0,11143.0,11345.0,11549.0,11625.0,11332.714285714286,11344.785714285714,11332.4
2022-06-01,11838,4206623.69,3245,2022,6,2,2,1,22,0,11154.0,11647.0,11040.0,11187.0,11305.42857142857,11316.57142857143,11316.7
2022-06-02,11779,4190823.45,3240,2022,6,2,3,2,22,0,11838.0,11337.0,11396.0,11646.0,11332.714285714286,11373.57142857143,11338.4
2022-06-03,11776,4210010.4,3236,2022,6,2,4,3,22,0,11779.0,11259.0,11367.0,11340.0,11395.857142857143,11400.92857142857,11342.833333333334
2022-06-04,11754,4163737.5,3192,2022,6,2,5,4,22,1,11776.0,11152.0,11374.0,10982.0,11469.714285714286,11430.142857142857,11357.366666666667
2022-06-05,11395,4036738.92,3160,2022,6,2,6,5,22,1,11754.0,11446.0,11197.0,11097.0,11555.714285714286,11457.285714285714,11383.1
2022-06-06,11713,4225467.11,3246,2022,6,2,0,6,23,0,11395.0,11143.0,11575.0,11370.0,11548.42857142857,11471.42857142857,11393.033333333333
2022-06-07,11946,4276553.56,3255,2022,6,2,1,7,23,0,11713.0,11154.0,11345.0,11444.0,11629.857142857143,11481.285714285714,11404.466666666667
2022-06-08,12129,4269407.03,3303,2022,6,2,2,8,23,0,11946.0,11838.0,11647.0,11377.0,11743.0,11524.214285714286,11421.2
2022-06-09,11803,4201417.79,3258,2022,6,2,3,9,23,0,12129.0,11779.0,11337.0,11324.0,11784.57142857143,11558.642857142857,11446.266666666666
2022-06-10,11954,4270871.32,3250,2022,6,2,4,10,23,0,11803.0,11776.0,11259.0,11147.0,11788.0,11591.92857142857,11462.233333333334
2022-06-11,12240,4395551.17,3320,2022,6,2,5,11,23,1,11954.0,11754.0,11152.0,11325.0,11813.42857142857,11641.57142857143,11489.133333333333
2022-06-12,11868,4191338.96,3231,2022,6,2,6,12,23,1,12240.0,11395.0,11446.0,11570.0,11882.857142857143,11719.285714285714,11519.633333333333
2022-06-13,11704,4166035.0,3281,2022,6,2,0,13,24,0,11868.0,11713.0,11143.0,11123.0,11950.42857142857,11749.42857142857,11529.566666666668
2022-06-14,11904,4287226.51,3254,2022,6,2,1,14,24,0,11704.0,11946.0,11154.0,10851.0,11949.142857142857,11789.5,11548.933333333332
2022-06-15,11677,4202780.96,3270,2022,6,2,2,15,24,0,11904.0,12129.0,11838.0,11737.0,11943.142857142857,11843.07142857143,11584.033333333333
2022-06-16,11806,4182078.86,3306,2022,6,2,3,16,24,0,11677.0,11803.0,11779.0,11549.0,11878.57142857143,11831.57142857143,11582.033333333333
2022-06-17,11629,4130826.94,3203,2022,6,2,4,17,24,0,11806.0,11954.0,11776.0,11040.0,11879.0,11833.5,11590.6
2022-06-18,11767,4036854.0,3245,2022,6,2,5,18,24,1,11629.0,12240.0,11754.0,11396.0,11832.57142857143,11823.0,11610.233333333334
2022-06-19,11815,7523255.61,3228,2022,6,2,6,19,24,1,11767.0,11868.0,11395.0,11367.0,11765.0,11823.92857142857,11622.6
2022-06-20,11913,7563528.1,3222,2022,6,2,0,20,25,0,11815.0,11704.0,11713.0,11374.0,11757.42857142857,11853.92857142857,11637.533333333333
2022-06-21,11892,7515415.57,3278,2022,6,2,1,21,25,0,11913.0,11904.0,11946.0,11197.0,11787.285714285714,11868.214285714286,11655.5
2022-06-22,11594,7109409.02,3240,2022,6,2,2,22,25,0,11892.0,11677.0,12129.0,11575.0,11785.57142857143,11864.357142857143,11678.666666666666
2022-06-23,11647,7201881.33,3222,2022,6,2,3,23,25,0,11594.0,11806.0,11803.0,11345.0,11773.714285714286,11826.142857142857,11679.3
2022-06-24,11439,7002710.31,3121,2022,6,2,4,24,25,0,11647.0,11629.0,11954.0,11647.0,11751.0,11815.0,11689.366666666667
2022-06-25,11644,7235723.98,3237,2022,6,2,5,25,25,1,11439.0,11767.0,12240.0,11337.0,11723.857142857143,11778.214285714286,11682.433333333332
2022-06-26,11679,7347278.66,3248,2022,6,2,6,26,25,1,11644.0,11815.0,11868.0,11259.0,11706.285714285714,11735.642857142857,11692.666666666666
2022-06-27,11750,7419044.41,3273,2022,6,2,0,27,26,0,11679.0,11913.0,11704.0,11152.0,11686.857142857143,11722.142857142857,11706.666666666666
2022-06-28,11547,7168872.8,3171,2022,6,2,1,28,26,0,11750.0,11892.0,11904.0,11446.0,11663.57142857143,11725.42857142857,11726.6
2022-06-29,11478,7056797.31,3184,2022,6,2,2,29,26,0,11547.0,11594.0,11677.0,11143.0,11614.285714285714,11699.92857142857,11729.966666666667
2022-06-30,11538,7110826.34,3185,2022,6,2,3,30,26,0,11478.0,11647.0,11806.0,11154.0,11597.714285714286,11685.714285714286,11741.133333333333
2022-07-01,10816,6742223.08,2987,2022,7,3,4,1,26,0,11538.0,11439.0,11629.0,11838.0,11582.142857142857,11666.57142857143,11753.933333333332
2022-07-02,11075,7028520.5,3090,2022,7,3,5,2,26,1,10816.0,11644.0,11767.0,11779.0,11493.142857142857,11608.5,11719.866666666667
2022-07-03,10693,6411801.05,3022,2022,7,3,6,3,26,1,11075.0,11679.0,11815.0,11776.0,11411.857142857143,11559.07142857143,11696.4
2022-07-04,10522,6421362.05,2917,2022,7,3,0,4,27,0,10693.0,11750.0,11913.0,11754.0,11271.0,11478.92857142857,11660.3
2022-07-05,10732,6555039.53,2984,2022,7,3,1,5,27,0,10522.0,11547.0,11892.0,11395.0,11095.57142857143,11379.57142857143,11619.233333333334
2022-07-06,10711,6510063.57,2915,2022,7,3,2,6,27,0,10732.0,11478.0,11594.0,11713.0,10979.142857142857,11296.714285714286,11597.133333333333
2022-07-07,10872,6723089.46,2984,2022,7,3,3,7,27,0,10711.0,11538.0,11647.0,11946.0,10869.57142857143,11233.642857142857,11563.733333333334
2022-07-08,10525,6591459.11,2924,2022,7,3,4,8,27,0,10872.0,10816.0,11439.0,12129.0,10774.42857142857,11178.285714285714,11527.933333333332
2022-07-09,10718,6360512.03,2954,2022,7,3,5,9,27,1,10525.0,11075.0,11644.0,11803.0,10732.857142857143,11113.0,11474.466666666667
2022-07-10,10731,6525504.57,2945,2022,7,3,6,10,27,1,10718.0,10693.0,11679.0,11954.0,10681.857142857143,11046.857142857143,11438.3
2022-07-11,11123,6875242.88,3045,2022,7,3,0,11,28,0,10731.0,10522.0,11750.0,12240.0,10687.285714285714,10979.142857142857,11397.533333333333
2022-07-12,10642,6360842.26,2938,2022,7,3,1,12,28,0,11123.0,10732.0,11547.0,11868.0,10773.142857142857,10934.357142857143,11360.3
2022-07-13,10718,6686777.5,2927,2022,7,3,2,13,28,0,10642.0,10711.0,11478.0,11704.0,10760.285714285714,10869.714285714286,11319.433333333332
2022-07-14,10643,6677784.94,2957,2022,7,3,3,14,28,0,10718.0,10872.0,11538.0,11904.0,10761.285714285714,10815.42857142857,11286.566666666668
2022-07-15,10550,6263558.24,2897,2022,7,3,4,15,28,0,10643.0,10525.0,10816.0,11677.0,10728.57142857143,10751.5,11244.533333333333
2022-07-16,10715,6371006.71,2953,2022,7,3,5,16,28,1,10550.0,10718.0,11075.0,11806.0,10732.142857142857,10732.5,11206.966666666667
2022-07-17,11021,6945031.87,3043,2022,7,3,6,17,28,1,10715.0,10731.0,10693.0,11629.0,10731.714285714286,10706.785714285714,11170.6
2022-07-18,10777,6595020.09,2910,2022,7,3,0,18,29,0,11021.0,11123.0,10522.0,11767.0,10773.142857142857,10730.214285714286,11150.333333333334
2022-07-19,10919,6625767.04,2959,2022,7,3,1,19,29,0,10777.0,10642.0,10732.0,11815.0,10723.714285714286,10748.42857142857,11117.333333333334
2022-07-20,11061,6680839.46,2996,2022,7,3,2,20,29,0,10919.0,10718.0,10711.0,11913.0,10763.285714285714,10761.785714285714,11087.466666666667
2022-07-21,10733,6438437.01,2988,2022,7,3,3,21,29,0,11061.0,10643.0,10872.0,11892.0,10812.285714285714,10786.785714285714,11059.066666666668
2022-07-22,10514,6315314.1,2933,2022,7,3,4,22,29,0,10733.0,10550.0,10525.0,11594.0,10825.142857142857,10776.857142857143,11020.433333333332
2022-07-23,11043,6876394.68,3064,2022,7,3,5,23,29,1,10514.0,10715.0,10718.0,11647.0,10820.0,10776.07142857143,10984.433333333332
2022-07-24,10473,6591688.21,2897,2022,7,3,6,24,29,1,11043.0,11021.0,10731.0,11439.0,10866.857142857143,10799.285714285714,10964.3
2022-07-25,10961,6954765.54,2990,2022,7,3,0,25,30,0,10473.0,10777.0,11123.0,11644.0,10788.57142857143,10780.857142857143,10932.1
2022-07-26,10374,6496996.14,2878,2022,7,3,1,26,30,0,10961.0,10919.0,10642.0,11679.0,10814.857142857143,10769.285714285714,10909.333333333334
2022-07-27,10831,6831923.77,2950,2022,7,3,2,27,30,0,10374.0,11061.0,10718.0,11750.0,10737.0,10750.142857142857,10865.833333333334
2022-07-28,10862,6718720.9,3011,2022,7,3,3,28,30,0,10831.0,10733.0,10643.0,11547.0,10704.142857142857,10758.214285714286,10835.2
2022-07-29,10480,6541273.88,2948,2022,7,3,4,29,30,0,10862.0,10514.0,10550.0,11478.0,10722.57142857143,10773.857142857143,10812.366666666667
2022-07-30,10598,6682343.7,2945,2022,7,3,5,30,30,1,10480.0,11043.0,10715.0,11538.0,10717.714285714286,10768.857142857143,10779.1
