store_id,sku_id,stock_on_hand,reorder_point,safety_stock,last_restock_date,risk_level,risk_score,stock_coverage_days,avg_daily_demand,final_risk_level
ST25,SKU00749,115,27,10,2025-06-11,Low Risk,20,9334.166666666666,0.012320328542094456,Low Risk
ST14,SKU00331,317,59,15,2025-08-15,Low Risk,20,7469.951612903225,0.04243668720054757,Low Risk
ST24,SKU03493,308,58,22,2025-08-24,Low Risk,20,17307.23076923077,0.01779603011635866,Low Risk
ST22,SKU04652,80,21,9,2025-05-12,Low Risk,20,1948.0,0.04106776180698152,Low Risk
ST03,SKU02387,292,77,37,2025-08-09,Low Risk,20,10157.428571428572,0.028747433264887063,Low Risk
ST08,SKU04717,202,56,16,2025-05-29,Low Risk,20,6863.302325581395,0.02943189596167009,Low Risk
ST08,SKU00516,297,94,29,2025-08-20,Low Risk,20,8344.557692307691,0.03559206023271732,Low Risk
ST01,SKU03546,0,42,18,2025-09-25,High Risk,100,0.0,0.36413415468856947,Critical
ST13,SKU00631,528,100,48,2025-06-21,Low Risk,20,35064.0,0.015058179329226557,Low Risk
ST12,SKU03375,379,92,45,2025-05-31,Low Risk,20,21296.884615384613,0.01779603011635866,Low Risk
ST24,SKU02217,324,59,21,2025-07-20,Low Risk,20,15778.800000000001,0.02053388090349076,Low Risk
ST08,SKU01684,154,40,11,2025-08-06,Low Risk,20,6080.918918918919,0.025325119780971937,Low Risk
ST01,SKU02728,173,40,10,2025-05-20,Low Risk,20,9026.892857142859,0.019164955509924708,Low Risk
ST04,SKU04194,446,92,19,2025-08-07,Low Risk,20,25061.76923076923,0.01779603011635866,Low Risk
ST11,SKU00935,176,58,27,2025-06-07,Low Risk,20,6949.621621621622,0.025325119780971937,Low Risk
ST28,SKU04551,0,80,39,2025-09-05,High Risk,100,0.0,0.7782340862422998,Critical
ST21,SKU03609,508,97,41,2025-06-03,Low Risk,20,8433.954545454546,0.06023271731690623,Low Risk
ST23,SKU02221,152,35,15,2025-06-22,Low Risk,20,6939.75,0.02190280629705681,Low Risk
ST09,SKU02094,239,65,25,2025-07-22,Low Risk,20,6125.9473684210525,0.039014373716632446,Low Risk
ST28,SKU00350,150,31,14,2025-07-22,Low Risk,20,6261.428571428572,0.023956194387405885,Low Risk
ST03,SKU02279,435,78,24,2025-07-14,Low Risk,20,14779.883720930231,0.02943189596167009,Low Risk
ST18,SKU03311,475,80,28,2025-08-15,Low Risk,20,13879.5,0.034223134839151265,Low Risk
ST25,SKU02038,69,22,5,2025-05-26,Low Risk,20,2520.225,0.02737850787132101,Low Risk
ST30,SKU00167,221,56,24,2025-06-27,Low Risk,20,4819.119402985074,0.0458590006844627,Low Risk
ST09,SKU03491,89,22,10,2025-06-01,Low Risk,20,3940.272727272727,0.022587268993839837,Low Risk
ST23,SKU01174,459,83,19,2025-07-08,Low Risk,20,41912.4375,0.010951403148528405,Low Risk
ST28,SKU03504,457,89,24,2025-08-18,Low Risk,20,14205.893617021275,0.03216974674880219,Low Risk
ST11,SKU01874,488,85,36,2025-07-20,Low Risk,20,13979.764705882355,0.03490759753593429,Low Risk
ST24,SKU02567,361,65,16,2025-08-25,Low Risk,20,21096.84,0.017111567419575632,Low Risk
ST15,SKU02747,0,100,30,2025-08-25,High Risk,100,0.0,0.485968514715948,Critical
ST15,SKU00532,175,33,7,2025-07-14,Low Risk,20,7989.84375,0.02190280629705681,Low Risk
ST27,SKU01818,152,41,13,2025-07-24,Low Risk,20,3763.9322033898306,0.040383299110198494,Low Risk
ST25,SKU00991,189,46,23,2025-08-16,Low Risk,20,8367.545454545454,0.022587268993839837,Low Risk
ST06,SKU04913,0,26,9,2025-09-09,High Risk,100,0.0,0.865160848733744,Critical
ST04,SKU04315,0,76,24,2025-10-08,High Risk,100,0.0,0.35249828884325807,Critical
ST28,SKU04443,102,22,11,2025-07-06,Low Risk,20,3548.1428571428573,0.028747433264887063,Low Risk
ST26,SKU00169,0,23,9,2025-09-12,High Risk,100,0.0,0.43052703627652295,Critical
ST12,SKU02449,0,79,18,2025-09-26,High Risk,100,0.0,0.30184804928131415,Critical
ST10,SKU03837,239,50,24,2025-08-29,Low Risk,20,11263.838709677419,0.021218343600273786,Low Risk
ST05,SKU03493,319,68,27,2025-05-31,Low Risk,20,10838.581395348836,0.02943189596167009,Low Risk
ST22,SKU04894,113,33,13,2025-08-26,Low Risk,20,3439.4375,0.03285420944558522,Low Risk
ST13,SKU03088,0,97,40,2025-08-14,High Risk,100,0.0,0.8507871321013005,Critical
ST30,SKU02503,0,21,6,2025-10-10,High Risk,100,0.0,0.4537987679671458,Critical
ST30,SKU04489,0,74,37,2025-09-17,High Risk,100,0.0,0.4195756331279945,Critical
ST25,SKU04145,179,48,21,2025-05-12,Low Risk,20,9685.888888888889,0.018480492813141684,Low Risk
ST16,SKU04554,165,51,13,2025-05-25,Low Risk,20,17218.928571428572,0.009582477754962354,Low Risk
ST06,SKU01880,149,29,10,2025-08-12,Low Risk,20,3109.842857142857,0.04791238877481177,Low Risk
ST06,SKU01651,96,20,4,2025-06-11,Low Risk,20,2262.1935483870966,0.04243668720054757,Low Risk
ST07,SKU02519,259,45,9,2025-07-01,Low Risk,20,5564.691176470588,0.04654346338124572,Low Risk
ST26,SKU01337,93,21,8,2025-08-05,Low Risk,20,3672.2432432432433,0.025325119780971937,Low Risk
ST07,SKU04505,104,29,9,2025-07-31,Low Risk,20,2866.867924528302,0.03627652292950034,Low Risk
ST15,SKU04854,147,45,14,2025-07-22,Low Risk,20,11303.526315789473,0.013004791238877482,Low Risk
ST27,SKU01939,299,55,24,2025-08-31,Low Risk,20,6618.772727272727,0.045174537987679675,Low Risk
ST20,SKU02983,0,77,25,2025-09-05,High Risk,100,0.0,0.4086242299794661,Critical
ST18,SKU00170,163,35,14,2025-08-08,Low Risk,20,6436.2972972972975,0.025325119780971937,Low Risk
ST04,SKU02221,301,59,25,2025-07-02,Low Risk,20,7582.086206896552,0.03969883641341547,Low Risk
ST09,SKU00350,181,47,19,2025-08-29,Low Risk,20,8013.363636363636,0.022587268993839837,Low Risk
ST21,SKU03622,0,47,15,2025-10-08,High Risk,100,0.0,0.39835728952772076,Critical
ST12,SKU00355,298,87,30,2025-05-07,Low Risk,20,15013.03448275862,0.019849418206707735,Low Risk
ST03,SKU00535,112,24,8,2025-08-21,Low Risk,20,2821.2413793103447,0.03969883641341547,Low Risk
ST15,SKU03807,147,41,12,2025-07-30,Low Risk,20,7954.333333333333,0.018480492813141684,Low Risk
ST13,SKU00994,0,73,15,2025-09-01,High Risk,100,0.0,1.542094455852156,Critical
ST04,SKU01174,336,57,13,2025-07-24,Low Risk,20,9262.188679245282,0.03627652292950034,Low Risk
ST09,SKU03504,365,70,15,2025-07-26,Low Risk,20,12119.65909090909,0.030116358658453114,Low Risk
ST21,SKU00589,195,58,17,2025-06-17,Low Risk,20,5375.377358490566,0.03627652292950034,Low Risk
ST05,SKU02567,247,76,28,2025-07-29,Low Risk,20,10613.735294117647,0.02327173169062286,Low Risk
ST24,SKU02580,188,57,22,2025-06-23,Low Risk,20,8323.272727272726,0.022587268993839837,Low Risk
ST22,SKU03968,230,51,14,2025-08-22,Low Risk,20,7637.045454545455,0.030116358658453114,Low Risk
ST06,SKU00954,210,43,13,2025-06-09,Low Risk,20,6391.875,0.03285420944558522,Low Risk
ST23,SKU02355,0,40,19,2025-08-13,High Risk,100,0.0,0.25667351129363447,Critical
ST26,SKU04612,396,95,32,2025-08-16,Low Risk,20,18079.875,0.02190280629705681,Low Risk
ST19,SKU03633,0,81,27,2025-09-15,High Risk,100,0.0,0.2272416153319644,Critical
ST02,SKU03235,310,52,21,2025-08-14,Low Risk,20,26641.764705882353,0.01163586584531143,Low Risk
ST24,SKU01762,290,55,24,2025-06-20,Low Risk,20,9415.333333333334,0.030800821355236138,Low Risk
ST22,SKU03150,215,44,13,2025-08-23,Low Risk,20,8054.2307692307695,0.026694045174537988,Low Risk
ST22,SKU00935,337,59,19,2025-06-27,Low Risk,20,9289.754716981131,0.03627652292950034,Low Risk
ST25,SKU02401,0,21,6,2025-10-01,High Risk,100,0.0,0.2518822724161533,Critical
ST27,SKU02999,125,34,13,2025-05-07,Low Risk,20,3580.8823529411766,0.03490759753593429,Low Risk
ST20,SKU02057,421,74,36,2025-08-18,Low Risk,20,7785.835443037975,0.054072553045859,Low Risk
ST25,SKU00186,207,39,10,2025-06-07,Low Risk,20,8173.7027027027025,0.025325119780971937,Low Risk
ST23,SKU03523,143,31,15,2025-08-07,Low Risk,20,5223.075,0.02737850787132101,Low Risk
ST14,SKU01754,310,56,23,2025-07-02,Low Risk,20,9845.869565217392,0.03148528405201916,Low Risk
ST07,SKU04747,245,54,26,2025-05-18,Low Risk,20,5867.950819672132,0.04175222450376454,Low Risk
ST07,SKU00546,318,58,22,2025-06-20,Low Risk,20,9481.591836734693,0.03353867214236824,Low Risk
ST07,SKU00317,230,43,17,2025-07-16,Low Risk,20,10839.677419354839,0.021218343600273786,Low Risk
ST29,SKU00830,0,21,9,2025-10-03,High Risk,100,0.0,0.35592060232717315,Critical
ST22,SKU01874,156,31,11,2025-07-13,Low Risk,20,3929.5862068965516,0.03969883641341547,Low Risk
ST01,SKU02983,0,70,31,2025-10-08,High Risk,100,0.0,0.189596167008898,Critical
ST06,SKU01075,311,52,21,2025-07-04,Low Risk,20,7099.546875,0.04380561259411362,Low Risk
ST16,SKU03520,445,96,40,2025-07-11,Low Risk,20,25005.576923076922,0.01779603011635866,Low Risk
ST21,SKU01649,318,79,29,2025-05-18,Low Risk,20,8447.236363636364,0.03764544832306639,Low Risk
ST26,SKU02747,0,26,8,2025-09-02,High Risk,100,0.0,0.4736481861738535,Critical
ST26,SKU00532,175,40,19,2025-07-03,Low Risk,20,12175.0,0.014373716632443531,Low Risk
ST07,SKU01485,0,55,27,2025-08-07,High Risk,100,0.0,0.378507871321013,Critical
ST05,SKU03627,384,77,17,2025-08-18,Low Risk,20,10585.358490566037,0.03627652292950034,Low Risk
ST19,SKU01310,448,77,22,2025-05-24,Low Risk,20,32726.4,0.013689253935660506,Low Risk
ST02,SKU04753,138,36,8,2025-08-24,Low Risk,20,14401.285714285716,0.009582477754962354,Low Risk
ST19,SKU04693,290,93,25,2025-07-01,Low Risk,20,17653.75,0.01642710472279261,Low Risk
ST22,SKU02224,154,37,8,2025-06-07,Low Risk,20,4411.64705882353,0.03490759753593429,Low Risk
ST24,SKU02822,381,91,25,2025-06-02,Low Risk,20,30924.5,0.012320328542094456,Low Risk
ST17,SKU01880,362,100,43,2025-05-20,Low Risk,20,16026.727272727272,0.022587268993839837,Low Risk
ST30,SKU03805,90,21,5,2025-07-30,Low Risk,20,1623.3333333333333,0.055441478439425054,Low Risk
ST04,SKU02584,260,57,25,2025-08-25,Low Risk,20,9496.5,0.02737850787132101,Low Risk
ST04,SKU02355,0,48,17,2025-10-10,High Risk,100,0.0,0.4113620807665982,Critical
ST26,SKU04854,450,86,32,2025-05-27,Low Risk,20,14942.045454545454,0.030116358658453114,Low Risk
ST12,SKU04919,368,65,14,2025-08-04,Low Risk,20,12801.142857142857,0.028747433264887063,Low Risk
ST26,SKU02639,141,33,11,2025-08-04,Low Risk,20,6242.454545454545,0.022587268993839837,Low Risk
ST29,SKU04334,242,55,23,2025-08-14,Low Risk,20,4591.714285714285,0.05270362765229295,Low Risk
ST12,SKU04690,365,64,22,2025-05-16,Low Risk,20,16664.53125,0.02190280629705681,Low Risk
ST29,SKU04105,0,83,32,2025-09-25,High Risk,100,0.0,0.8186173853524983,Critical
ST01,SKU02057,356,67,19,2025-07-03,Low Risk,20,10402.32,0.034223134839151265,Low Risk
ST06,SKU04350,0,92,26,2025-08-16,High Risk,100,0.0,1.0609171800136892,Critical
ST04,SKU03523,426,77,20,2025-08-25,Low Risk,20,21461.58620689655,0.019849418206707735,Low Risk
ST11,SKU00264,0,31,7,2025-08-21,High Risk,100,0.0,0.810403832991102,Critical
ST21,SKU02938,369,83,27,2025-07-05,Low Risk,20,9626.94642857143,0.038329911019849415,Low Risk
ST07,SKU00788,390,84,38,2025-07-21,Low Risk,20,10359.818181818182,0.03764544832306639,Low Risk
ST26,SKU03807,233,41,19,2025-05-18,Low Risk,20,21275.8125,0.010951403148528405,Low Risk
ST05,SKU02930,0,23,8,2025-09-12,High Risk,100,0.0,1.3347022587268993,Critical
ST26,SKU01592,384,71,26,2025-07-10,Low Risk,20,18700.8,0.02053388090349076,Low Risk
ST10,SKU00830,0,87,23,2025-08-31,High Risk,100,0.0,0.1697467488021903,Critical
ST03,SKU04052,350,76,29,2025-05-24,Low Risk,20,7866.923076923077,0.044490075290896644,Low Risk
ST27,SKU04409,414,76,27,2025-05-13,Low Risk,20,14752.536585365853,0.02806297056810404,Low Risk
ST29,SKU03058,397,75,28,2025-06-18,Low Risk,20,9666.95,0.04106776180698152,Low Risk
ST23,SKU02718,310,80,31,2025-08-05,Low Risk,20,16175.357142857145,0.019164955509924708,Low Risk
ST21,SKU04106,138,37,18,2025-08-09,Low Risk,20,3054.8181818181815,0.045174537987679675,Low Risk
ST16,SKU01547,0,79,26,2025-10-01,High Risk,100,0.0,0.19780971937029432,Critical
ST26,SKU00774,0,84,30,2025-09-27,High Risk,100,0.0,0.35592060232717315,Critical
ST17,SKU00954,232,66,23,2025-07-22,Low Risk,20,10933.935483870968,0.021218343600273786,Low Risk
ST22,SKU03284,227,73,25,2025-07-22,Low Risk,20,6257.490566037735,0.03627652292950034,Low Risk
ST03,SKU03005,319,57,26,2025-07-14,Low Risk,20,14122.999999999998,0.022587268993839837,Low Risk
ST08,SKU03349,81,23,6,2025-08-10,Low Risk,20,1643.625,0.049281314168377825,Low Risk
ST03,SKU02776,0,24,12,2025-10-09,High Risk,100,0.0,0.379192334017796,Critical
ST15,SKU04062,280,67,18,2025-06-20,Low Risk,20,12396.363636363636,0.022587268993839837,Low Risk
ST11,SKU00385,251,55,26,2025-07-27,Low Risk,20,7802.361702127659,0.03216974674880219,Low Risk
ST16,SKU00500,0,22,7,2025-09-28,High Risk,100,0.0,0.3928815879534565,Critical
ST02,SKU02780,411,73,16,2025-06-06,Low Risk,20,50039.25,0.008213552361396304,Low Risk
ST19,SKU00734,119,23,9,2025-06-15,Low Risk,20,5433.09375,0.02190280629705681,Low Risk
ST29,SKU03179,136,27,13,2025-05-08,Low Risk,20,3748.9811320754716,0.03627652292950034,Low Risk
ST25,SKU01717,126,29,12,2025-08-09,Low Risk,20,4602.150000000001,0.02737850787132101,Low Risk
ST18,SKU00546,120,32,8,2025-06-30,Low Risk,20,3187.636363636364,0.03764544832306639,Low Risk
ST14,SKU01070,342,77,23,2025-05-18,Low Risk,20,10862.217391304348,0.03148528405201916,Low Risk
ST10,SKU04334,74,20,4,2025-07-25,Low Risk,20,3861.2142857142862,0.019164955509924708,Low Risk
ST15,SKU04412,249,55,27,2025-06-14,Low Risk,20,7275.780000000001,0.034223134839151265,Low Risk
ST13,SKU01370,0,22,6,2025-09-14,High Risk,100,0.0,0.21560574948665298,Critical
ST27,SKU03254,393,73,33,2025-05-30,Low Risk,20,16404.942857142858,0.023956194387405885,Low Risk
ST11,SKU00506,0,62,14,2025-09-06,High Risk,100,0.0,0.3483915126625599,Critical
ST23,SKU01792,511,100,21,2025-07-23,Low Risk,20,23330.34375,0.02190280629705681,Low Risk
ST21,SKU00965,123,35,16,2025-08-26,Low Risk,20,3208.982142857143,0.038329911019849415,Low Risk
ST02,SKU04887,566,95,32,2025-06-25,Low Risk,20,30626.88888888889,0.018480492813141684,Low Risk
ST08,SKU04409,316,69,25,2025-06-07,Low Risk,20,8710.867924528302,0.03627652292950034,Low Risk
ST11,SKU01674,437,84,33,2025-05-23,Low Risk,20,15201.357142857143,0.028747433264887063,Low Risk
ST21,SKU04348,0,74,18,2025-09-09,High Risk,100,0.0,0.38329911019849416,Critical
ST04,SKU02718,248,44,15,2025-08-02,Low Risk,20,5661.375,0.04380561259411362,Low Risk
ST14,SKU01191,434,82,20,2025-05-24,Low Risk,20,19214.363636363636,0.022587268993839837,Low Risk
ST09,SKU02833,0,82,22,2025-08-06,High Risk,100,0.0,0.2997946611909651,Critical
ST23,SKU00516,461,81,34,2025-05-08,Low Risk,20,32072.428571428572,0.014373716632443531,Low Risk
ST02,SKU03840,0,49,19,2025-09-08,High Risk,100,0.0,0.3682409308692676,Critical
ST02,SKU01854,437,80,19,2025-06-10,Low Risk,20,22802.035714285717,0.019164955509924708,Low Risk
ST28,SKU00860,129,34,12,2025-06-14,Low Risk,20,6282.3,0.02053388090349076,Low Risk
ST29,SKU02482,0,98,23,2025-08-18,High Risk,100,0.0,0.5160848733744011,Critical
ST29,SKU04468,244,79,28,2025-08-25,Low Risk,20,4347.365853658536,0.05612594113620808,Low Risk
ST03,SKU01032,268,63,20,2025-05-24,Low Risk,20,11865.090909090908,0.022587268993839837,Low Risk
ST20,SKU02662,320,87,19,2025-08-05,Low Risk,20,8348.57142857143,0.038329911019849415,Low Risk
ST27,SKU03375,378,67,25,2025-05-24,Low Risk,20,16735.090909090908,0.022587268993839837,Low Risk
ST30,SKU00906,306,80,18,2025-07-25,Low Risk,20,7328.950819672132,0.04175222450376454,Low Risk
ST23,SKU01684,503,97,24,2025-06-23,Low Risk,20,36744.15,0.013689253935660506,Low Risk
ST10,SKU03179,241,50,17,2025-08-15,Low Risk,20,8002.295454545455,0.030116358658453114,Low Risk
ST03,SKU01971,104,28,6,2025-08-04,Low Risk,20,4341.257142857143,0.023956194387405885,Low Risk
ST15,SKU03257,443,76,36,2025-08-03,Low Risk,20,22318.03448275862,0.019849418206707735,Low Risk
ST15,SKU01042,291,72,20,2025-08-18,Low Risk,20,12883.363636363636,0.022587268993839837,Low Risk
ST09,SKU02954,0,31,8,2025-08-19,High Risk,100,0.0,1.2334017796030117,Critical
ST17,SKU01317,0,78,37,2025-08-10,High Risk,100,0.0,0.47159479808350446,Critical
ST01,SKU04756,0,73,18,2025-08-14,High Risk,100,0.0,0.1759069130732375,Critical
ST03,SKU01153,0,98,24,2025-09-01,High Risk,100,0.0,0.2731006160164271,Critical
ST03,SKU03139,149,31,14,2025-07-02,Low Risk,20,3887.3035714285716,0.038329911019849415,Low Risk
ST01,SKU02541,235,47,10,2025-08-14,Low Risk,20,10729.21875,0.02190280629705681,Low Risk
ST25,SKU02898,0,24,5,2025-08-15,High Risk,100,0.0,0.17385352498288842,Critical
ST06,SKU04605,177,56,23,2025-07-10,Low Risk,20,4104.714285714285,0.043121149897330596,Low Risk
ST04,SKU01792,120,21,10,2025-08-21,Low Risk,20,3437.6470588235297,0.03490759753593429,Low Risk
ST23,SKU01805,289,72,21,2025-05-07,Low Risk,20,14559.620689655172,0.019849418206707735,Low Risk
ST26,SKU00090,457,98,37,2025-07-28,Low Risk,20,27819.875,0.01642710472279261,Low Risk
ST21,SKU00978,227,47,22,2025-06-07,Low Risk,20,3901.729411764706,0.05817932922655715,Low Risk
ST01,SKU03709,101,21,7,2025-05-23,Low Risk,20,3353.659090909091,0.030116358658453114,Low Risk
ST13,SKU02780,182,32,15,2025-06-09,Low Risk,20,5780.478260869566,0.03148528405201916,Low Risk
ST20,SKU01507,0,53,12,2025-08-22,High Risk,100,0.0,0.8418891170431212,Critical
ST27,SKU02449,0,24,6,2025-08-30,High Risk,100,0.0,0.47775496235455167,Critical
ST25,SKU03837,334,81,31,2025-08-16,Low Risk,20,32531.600000000002,0.01026694045174538,Low Risk
ST23,SKU00987,147,38,9,2025-05-12,Low Risk,20,6316.676470588235,0.02327173169062286,Low Risk
ST21,SKU02375,363,64,13,2025-07-19,Low Risk,20,9821.166666666666,0.03696098562628337,Low Risk
ST23,SKU00758,591,100,20,2025-05-13,Low Risk,20,47969.5,0.012320328542094456,Low Risk
ST09,SKU00860,120,27,12,2025-07-03,Low Risk,20,3075.7894736842104,0.039014373716632446,Low Risk
ST07,SKU02211,344,59,21,2025-07-12,Low Risk,20,7078.647887323943,0.0485968514715948,Low Risk
ST10,SKU02482,0,28,14,2025-08-10,High Risk,100,0.0,0.2785763175906913,Critical
ST29,SKU04710,0,51,13,2025-10-03,High Risk,100,0.0,0.39014373716632444,Critical
ST10,SKU04468,104,32,11,2025-05-08,Low Risk,20,5627.555555555556,0.018480492813141684,Low Risk
ST10,SKU02253,544,97,20,2025-05-08,Low Risk,20,46752.0,0.01163586584531143,Low Risk
ST03,SKU01274,0,36,11,2025-08-10,High Risk,100,0.0,0.6016427104722792,Critical
ST01,SKU02662,425,75,33,2025-05-22,Low Risk,20,17740.714285714286,0.023956194387405885,Low Risk
ST03,SKU01045,0,89,37,2025-08-27,High Risk,100,0.0,1.3723477070499657,Critical
ST06,SKU02740,0,64,28,2025-09-27,High Risk,100,0.0,0.8761122518822724,Critical
ST06,SKU04726,206,65,31,2025-06-18,Low Risk,20,4122.821917808219,0.04996577686516085,Low Risk
ST16,SKU03199,0,76,29,2025-09-04,High Risk,100,0.0,0.19780971937029432,Critical
ST04,SKU01684,154,45,21,2025-05-08,Low Risk,20,7499.8,0.02053388090349076,Low Risk
ST26,SKU04412,251,62,17,2025-05-13,Low Risk,20,8334.34090909091,0.030116358658453114,Low Risk
ST07,SKU03150,290,51,18,2025-07-14,Low Risk,20,6230.735294117647,0.04654346338124572,Low Risk
ST24,SKU01104,341,92,36,2025-08-30,Low Risk,20,13838.916666666666,0.024640657084188913,Low Risk
ST27,SKU00584,287,70,24,2025-08-29,Low Risk,20,11980.2,0.023956194387405885,Low Risk
ST08,SKU00342,316,56,22,2025-05-18,Low Risk,20,13578.70588235294,0.02327173169062286,Low Risk
ST27,SKU02570,517,90,32,2025-05-20,Low Risk,20,20981.583333333332,0.024640657084188913,Low Risk
ST27,SKU00355,369,62,30,2025-08-21,Low Risk,20,8985.15,0.04106776180698152,Low Risk
ST21,SKU02267,303,56,24,2025-05-20,Low Risk,20,7503.1016949152545,0.040383299110198494,Low Risk
ST21,SKU00052,154,41,16,2025-05-16,Low Risk,20,3408.9999999999995,0.045174537987679675,Low Risk
ST07,SKU04318,0,77,24,2025-10-11,High Risk,100,0.0,0.6721423682409309,Critical
ST24,SKU02501,193,41,11,2025-08-22,Low Risk,20,14098.650000000001,0.013689253935660506,Low Risk
ST29,SKU04831,307,89,32,2025-06-06,Low Risk,20,9344.3125,0.03285420944558522,Low Risk
ST12,SKU00986,369,68,21,2025-06-20,Low Risk,20,31712.29411764706,0.01163586584531143,Low Risk
ST22,SKU01674,182,48,23,2025-06-22,Low Risk,20,3091.8837209302324,0.05886379192334018,Low Risk
ST29,SKU00401,77,25,9,2025-05-10,Low Risk,20,2295.8571428571427,0.03353867214236824,Low Risk
ST13,SKU01854,289,57,25,2025-08-22,Low Risk,20,11411.594594594595,0.025325119780971937,Low Risk
ST13,SKU03840,0,82,27,2025-08-18,High Risk,100,0.0,0.5003422313483915,Critical
ST15,SKU00237,286,78,26,2025-08-16,Low Risk,20,37986.0,0.007529089664613279,Low Risk
ST06,SKU04847,0,61,12,2025-09-06,High Risk,100,0.0,0.47707049965776865,Critical
ST04,SKU01805,452,86,43,2025-05-13,Low Risk,20,10651.16129032258,0.04243668720054757,Low Risk
ST22,SKU02842,267,63,18,2025-05-27,Low Risk,20,7801.740000000001,0.034223134839151265,Low Risk
ST01,SKU01507,0,48,17,2025-09-17,High Risk,100,0.0,0.3702943189596167,Critical
ST06,SKU03800,0,21,10,2025-08-07,High Risk,100,0.0,0.75564681724846,Critical
ST11,SKU04144,295,84,25,2025-08-30,Low Risk,20,10512.073170731706,0.02806297056810404,Low Risk
ST04,SKU00987,76,24,5,2025-08-05,Low Risk,20,2523.5454545454545,0.030116358658453114,Low Risk
ST04,SKU00758,305,83,20,2025-05-30,Low Risk,20,8101.909090909091,0.03764544832306639,Low Risk
ST10,SKU04710,0,67,27,2025-08-10,High Risk,100,0.0,0.2080766598220397,Critical
ST29,SKU02737,0,33,12,2025-09-08,High Risk,100,0.0,0.4921286789869952,Critical
ST18,SKU04305,0,58,19,2025-10-10,High Risk,100,0.0,0.3025325119780972,Critical
ST25,SKU01046,300,71,35,2025-07-10,Low Risk,20,11845.945945945947,0.025325119780971937,Low Risk
ST16,SKU03441,205,48,24,2025-06-02,Low Risk,20,11980.2,0.017111567419575632,Low Risk
ST06,SKU00538,0,98,25,2025-09-16,High Risk,100,0.0,0.42984257357973993,Critical
ST26,SKU04654,80,24,9,2025-05-11,Low Risk,20,7792.0,0.01026694045174538,Low Risk
ST02,SKU03277,264,44,17,2025-05-20,Low Risk,20,18366.857142857145,0.014373716632443531,Low Risk
